,GCLSTM,GCRN,LSTM
Maximum,0.0490566037735849,0.1629629629629629,0.1851851851851851
Minimum,0.0,0.0,0.0
Mean,0.0007394120136612811,0.006551310480762699,0.006698850050152832
Standard_Deviation,0.005134160899886695,0.023218979393187993,0.028191503290232463
First_Quartile,0.0,0.0,0.0
Median,0.0,0.0,0.0
Third_Quartile,0.0,0.00097229877837735,0.0
