,GCLSTM,GCRN,LSTM
Maximum,593.726885061865,593.3810085606534,611.0585093019183
Minimum,569.1820714820549,566.2104878568118,560.7779246076262
Mean,588.1628785100173,587.1567024336001,595.2328313768976
Standard_Deviation,5.259532892448355,6.207505928366738,7.873622368821543
First_Quartile,587.2378061214921,586.0268315705703,590.0847662694274
Median,589.8567317593154,589.2173066488356,597.1130763982138
Third_Quartile,591.2976850935761,590.9167273628059,600.9095161046465
