,GCLSTM,GCRN,LSTM
Maximum,2.3591821287358896,2.383126865608572,2.058731318859091
Minimum,0.939061508977342,0.9446888066575408,0.8833151217352244
Mean,1.284396509755519,1.279584173087625,1.27461461650215
Standard_Deviation,0.25067589310732447,0.2554099512518775,0.19578740859855234
First_Quartile,1.1212242566940036,1.115348736580409,1.153400614523411
Median,1.2729583626735055,1.2631644663632082,1.2859194219609753
Third_Quartile,1.3624463074718443,1.3533224764930558,1.3611810595508973
