param_config,K,hidden_channel,model,lag,out,num_reps_found,RMSE_mean,RMSE_std,RMSE_min,RMSE_max,MAE_mean,MAE_std,MAE_min,MAE_max
K3_hc64_lag14_out7,3,64,GCLSTM,14,7,2,92.7479435063338,0.23758691141739519,591.6077694511682,592.082943274003,3.5695046893336895,0.0212628532848389,7.379743401646334,7.422269108216012
K3_hc128_lag14_out7,3,128,GCLSTM,14,7,2,89.44288613419627,0.11024583789969711,590.8874561712647,591.1079478470641,3.456886078231905,0.0003148317108565557,7.288025275086829,7.288654938508542
K3_hc256_lag14_out7,3,256,GCLSTM,14,7,2,88.10532319477794,0.12221359421823763,590.2351998425795,590.479627031016,3.409725583251783,0.0026239471325792962,7.228526501639814,7.233774395904972
K4_hc32_lag14_out7,4,32,GCLSTM,14,7,2,91.78836690010144,0.10798293798939085,591.6547392583873,591.8707051343661,3.6955202459961205,0.010103858747325667,7.534710614026374,7.5549183315210255
K4_hc64_lag14_out7,4,64,GCLSTM,14,7,2,92.8000848268054,0.00038750271841081485,591.9190494519538,591.9198244573906,3.6518769565365385,0.023608025648824253,7.46440000096599,7.511616052263639
K4_hc128_lag14_out7,4,128,GCLSTM,14,7,2,90.21303257652215,0.08665470539034459,590.9301969871168,591.1035063978975,3.507547824734886,0.024666859414543385,7.342351655671386,7.391685374500473
K4_hc256_lag14_out7,4,256,GCLSTM,14,7,2,89.8129781677621,0.05697868582524279,590.3506338758374,590.4645912474879,3.412750045323963,0.014735814113988166,7.2489292865792585,7.278400914807235
K1_hc32_lag14_out7,1,32,LSTM,14,7,2,92.6777215220321,0.3987442629334055,590.9869068674946,591.7843953933614,3.8778470503480835,0.02839109590001776,7.50460715482625,7.561389346626285
K1_hc64_lag14_out7,1,64,LSTM,14,7,2,92.57844635230863,0.12559526769501872,590.9535043425227,591.2046948779127,3.632362919933376,0.028492225767022372,7.268387325699318,7.325371777233363
K1_hc128_lag14_out7,1,128,LSTM,14,7,2,92.32099711117509,0.19329942369466835,590.7420015259999,591.1286003733892,3.4887454088461802,0.03592921597893817,7.17320666339141,7.245065095349286
K1_hc256_lag14_out7,1,256,LSTM,14,7,2,112.80773036081841,0.34230744978395933,594.9145054915631,595.599120391131,7.942002985910864,0.3005548743236277,11.259745961228731,11.860855709875986
K2_hc32_lag14_out7,2,32,LSTM,14,7,2,92.6777215220321,0.3987442629334055,590.9869068674946,591.7843953933614,3.8778470503480835,0.02839109590001776,7.50460715482625,7.561389346626285
K2_hc64_lag14_out7,2,64,LSTM,14,7,2,92.57844635230863,0.12559526769501872,590.9535043425227,591.2046948779127,3.632362919933376,0.028492225767022372,7.268387325699318,7.325371777233363
K2_hc128_lag14_out7,2,128,LSTM,14,7,2,92.32099711117509,0.19329942369466835,590.7420015259999,591.1286003733892,3.4887454088461802,0.03592921597893817,7.17320666339141,7.245065095349286
K2_hc256_lag14_out7,2,256,LSTM,14,7,2,112.80773036081841,0.34230744978395933,594.9145054915631,595.599120391131,7.942002985910864,0.3005548743236277,11.259745961228731,11.860855709875986
K3_hc32_lag14_out7,3,32,LSTM,14,7,2,92.6777215220321,0.3987442629334055,590.9869068674946,591.7843953933614,3.8778470503480835,0.02839109590001776,7.50460715482625,7.561389346626285
