model_name,lags,out,Accuracy,Precision,Recall,F1_Score
GCLSTM,11,11,0.886853584756027,0.5770796728960279,0.2102206199261412,0.3081644182001908
LSTM,11,11,0.8518755214253044,0.3954730963023627,0.4200593699605292,0.4047228622721437
GCRN,7,11,0.8868106474838136,0.5925646151140095,0.1973089288977182,0.2960224863448382
GCLSTM,7,11,0.8864671631199021,0.5863546331497483,0.1996078599077576,0.297812075707788
LSTM,7,11,0.881936183250018,0.5611443840997848,0.2876837427737237,0.3696843765944131
GCRN,4,8,0.8864484679665738,0.5866116730766893,0.1829320262894062,0.2788862734831134
GCLSTM,4,8,0.8860479485171732,0.5792603267587839,0.1851845382644536,0.2806418002725788
LSTM,4,8,0.8867438566764652,0.5808895041013842,0.2221609891946084,0.3191742441788938
GCRN,8,6,0.8945430428438785,0.6352855199936376,0.2744987685699885,0.3833296739634939
GCLSTM,8,6,0.8943721750838293,0.6331327353741972,0.2745116681278203,0.3829693199776264
LSTM,8,6,0.8770599049815513,0.4877566058316858,0.4615022251737259,0.4729088906982198
GCRN,13,10,0.8880809310962838,0.5810932717331443,0.2250869023699068,0.3244641418743487
GCLSTM,13,10,0.888031854203105,0.5803868358736868,0.2252994027134659,0.3245758615484153
LSTM,13,10,0.8612699876919091,0.422707793864905,0.4363889117928288,0.4289138086962266
GCRN,14,8,0.8912974671244414,0.6014166786853985,0.2495634613810229,0.3527396523820069
GCLSTM,14,8,0.8911810584958217,0.5983547576633529,0.2530226592560923,0.3556424671219544
LSTM,14,8,0.8709492993025416,0.4582128363598707,0.4622524628637443,0.4596104558259159
GCRN,7,3,0.905772007984576,0.7127927974336595,0.3555733848589651,0.4744487353994042
GCLSTM,7,3,0.9058629276589464,0.711008728337382,0.3589910724246877,0.4770672974662494
LSTM,7,3,0.9057051101854456,0.6310999106790145,0.5114942828861634,0.5647913502168043
GCRN,4,6,0.8889976120098018,0.6022118280219025,0.2185149044815286,0.3206307605838313
