Identificador,tipo_grafo,RMSE,MAE,R2
GCRN_k1_h256_lags10_out5_alpha0.01,grafo_original,1.1292860264302311,0.1085302892656202,0.4222142054377699
GCLSTM_k1_h256_lags10_out5_alpha0.01,grafo_original,1.144523545160704,0.1090357090655553,0.4065042825682901
LSTM_k1_h256_lags10_out5_alpha0.01,grafo_original,1.17048447358466,0.1171523471592715,0.3792695396934783
GCRN_k1_h256_lags4_out13_alpha0.01,grafo_original,1.4756753671739122,0.1704720829105134,0.0426538592889963
GCLSTM_k1_h256_lags4_out13_alpha0.01,grafo_original,1.4765984271596753,0.1707526816719172,0.0414331000352797
LSTM_k1_h256_lags4_out13_alpha0.01,grafo_original,1.4318574877856514,0.1659102109866992,0.0986302536842819
GCRN_k1_h256_lags10_out6_alpha0.01,grafo_original,1.1691038151618482,0.1120756714621077,0.3853059131883856
GCLSTM_k1_h256_lags10_out6_alpha0.01,grafo_original,1.181103114825759,0.1125432824193139,0.3726306716734441
LSTM_k1_h256_lags10_out6_alpha0.01,grafo_original,1.2116700606044215,0.1204496830466313,0.3397379043799661
GCRN_k1_h256_lags13_out14_alpha0.01,grafo_original,1.3734655396658435,0.1305902803956019,0.1721441643152234
GCLSTM_k1_h256_lags13_out14_alpha0.01,grafo_original,1.3799043592431817,0.1310554779319944,0.1643654213909787
LSTM_k1_h256_lags13_out14_alpha0.01,grafo_original,1.3780394004760386,0.134963850725532,0.1666223997010642
GCRN_k1_h256_lags9_out9_alpha0.01,grafo_original,1.265533850013637,0.1226520904795843,0.2890663101689846
GCLSTM_k1_h256_lags9_out9_alpha0.01,grafo_original,1.2738084951679411,0.1238455661684321,0.2797425374732708
LSTM_k1_h256_lags9_out9_alpha0.01,grafo_original,1.3041619235614856,0.1255873162884811,0.2449896750472127
GCRN_k1_h256_lags1_out4_alpha0.01,grafo_original,1.515448797563192,0.1924809827569804,-0.0252017168862601
GCLSTM_k1_h256_lags1_out4_alpha0.01,grafo_original,1.444713166406246,0.1844008348611312,0.0664932544358259
LSTM_k1_h256_lags1_out4_alpha0.01,grafo_original,1.263252287059915,0.1587160336091463,0.2884033415109225
GCRN_k1_h256_lags8_out7_alpha0.01,grafo_original,1.1996920555911883,0.1187042216591873,0.3561262987234816
GCLSTM_k1_h256_lags8_out7_alpha0.01,grafo_original,1.2110572560834414,0.120262372045976,0.3438737158831178
LSTM_k1_h256_lags8_out7_alpha0.01,grafo_original,1.2629154945278689,0.1218226813202276,0.286480315134435
GCRN_k1_h256_lags8_out3_alpha0.01,grafo_original,1.034402614923812,0.1054532912776598,0.5147402042523681
GCLSTM_k1_h256_lags8_out3_alpha0.01,grafo_original,1.0458792556681062,0.1053877892060417,0.5039135170908425
LSTM_k1_h256_lags8_out3_alpha0.01,grafo_original,1.0872188678691044,0.1089319482942748,0.4637933458290723
GCRN_k1_h256_lags3_out5_alpha0.01,grafo_original,1.182983340084406,0.1323579615219825,0.3778465097679392
GCLSTM_k1_h256_lags3_out5_alpha0.01,grafo_original,1.1864865517852614,0.1332672937891537,0.374154919467481
LSTM_k1_h256_lags3_out5_alpha0.01,grafo_original,1.237816694708472,0.1457770608958628,0.3188313326076814
GCRN_k1_h256_lags14_out2_alpha0.01,grafo_original,1.0376324822430003,0.0996049853343755,0.5120337381085853
GCLSTM_k1_h256_lags14_out2_alpha0.01,grafo_original,1.0456143587770612,0.0986696077842171,0.5044444606069248
LSTM_k1_h256_lags14_out2_alpha0.01,grafo_original,0.9292165814832092,0.0982018426199618,0.6086491478888287
GCRN_k1_h256_lags8_out4_alpha0.01,grafo_original,1.0855703216649926,0.1094701050637068,0.4676495232756056
GCLSTM_k1_h256_lags8_out4_alpha0.01,grafo_original,1.0930726879056585,0.109150723779662,0.4602858724113657
LSTM_k1_h256_lags8_out4_alpha0.01,grafo_original,1.1408120894991964,0.112602925523638,0.4121136381375544
GCRN_k1_h256_lags6_out3_alpha0.01,grafo_original,1.0466233448158913,0.1111012958837679,0.5092166493801937
GCLSTM_k1_h256_lags6_out3_alpha0.01,grafo_original,1.0490864825944055,0.1075367858823716,0.506910655159514
