,GCLSTM,GCRN,LSTM
Maximum,0.5181034668970732,0.510989667710696,0.6255563955790763
Minimum,0.0384394282527568,0.038093329682125,0.0392872348293293
Mean,0.24401502116301185,0.24109148143174874,0.36017663768544084
Standard_Deviation,0.10663939595236499,0.10522773929476001,0.14919945917269564
First_Quartile,0.18418170440201473,0.18195130750811375,0.2613552654931424
Median,0.22561323165454117,0.22507472551829943,0.39145331769670744
Third_Quartile,0.29965629892252155,0.2954056969415302,0.4630888782495005
