lag,out,node_id,metric,friedman_p_value,best_model_by_rank,significant_diff_found
7,7,0,RMSE,0.0052475183991813855,LSTM,True
7,7,0,MAE,0.018315638888734182,LSTM,True
7,7,1,RMSE,0.009209681603968142,GCLSTM,True
7,7,1,MAE,0.0990134083638263,LSTM,False
7,7,2,RMSE,0.0006671470977542673,LSTM,True
7,7,2,MAE,0.007172507245008699,LSTM,True
7,7,3,RMSE,7.4113347994505565e-06,LSTM,True
7,7,3,MAE,0.00035709810857624736,LSTM,True
7,7,4,RMSE,0.015184197956837946,GCLSTM,True
7,7,4,MAE,0.0029899458563130608,GCLSTM,True
7,7,5,RMSE,0.1440636591014533,GCLSTM,False
7,7,5,MAE,0.02209287766506244,GCLSTM,True
7,7,6,RMSE,2.873686358243695e-07,LSTM,True
7,7,6,MAE,3.763786373644495e-05,LSTM,True
7,7,7,RMSE,0.00016868120253849854,LSTM,True
7,7,7,MAE,1.777886794572054e-05,LSTM,True
7,7,8,RMSE,0.002328572174237713,LSTM,True
7,7,8,MAE,0.010435936462774504,LSTM,True
7,7,9,RMSE,0.046770622383958974,GCLSTM,True
7,7,9,MAE,0.2096113871510978,GCLSTM,False
7,7,10,RMSE,0.1440636591014533,GCLSTM,False
7,7,10,MAE,0.04978706836786395,GCLSTM,False
7,7,11,RMSE,0.002328572174237713,LSTM,True
7,7,11,MAE,0.0009118819655545164,LSTM,True
7,7,12,RMSE,0.9394130628134758,GCLSTM,False
7,7,12,MAE,0.569782824730923,GCLSTM,False
7,7,13,RMSE,0.1440636591014533,LSTM,False
7,7,13,MAE,0.10539922456186433,LSTM,False
7,7,14,RMSE,0.6456485264278919,GCLSTM,False
7,7,14,MAE,0.2691463487291838,GCLSTM,False
7,7,15,RMSE,0.018315638888734182,LSTM,True
7,7,15,MAE,0.018315638888734182,LSTM,True
7,7,16,RMSE,6.475952175842203e-07,LSTM,True
7,7,16,MAE,0.007172507245008699,GCLSTM,True
7,7,17,RMSE,1.873878895066732e-06,LSTM,True
7,7,17,MAE,2.144540831658915e-05,LSTM,True
7,7,18,RMSE,2.2603294069810534e-06,LSTM,True
7,7,18,MAE,3.763786373644495e-05,LSTM,True
7,7,19,RMSE,0.0029899458563130608,GCLSTM,True
7,7,19,MAE,0.007172507245008699,GCLSTM,True
7,7,20,RMSE,1.1253517471925916e-07,LSTM,True
7,7,20,MAE,1.873878895066732e-06,LSTM,True
7,7,21,RMSE,1.2878968743320383e-06,LSTM,True
7,7,21,MAE,2.873686358243695e-07,LSTM,True
7,7,22,RMSE,0.003388052521834713,LSTM,True
7,7,22,MAE,0.0990134083638263,GCLSTM,False
7,7,23,RMSE,0.019496896108597995,LSTM,True
7,7,23,MAE,0.019496896108597995,LSTM,True
7,7,24,RMSE,0.00035709810857624736,LSTM,True
7,7,24,MAE,9.611165206139472e-05,LSTM,True
7,7,25,RMSE,0.00010231032105679586,LSTM,True
7,7,25,MAE,9.611165206139472e-05,LSTM,True
7,7,26,RMSE,0.046770622383958974,GCRN,False
7,7,26,MAE,0.010435936462774504,LSTM,True
7,7,27,RMSE,0.2691463487291838,LSTM,False
7,7,27,MAE,0.4437473100810798,LSTM,False
7,7,28,RMSE,0.3049827687110593,GCLSTM,False
7,7,28,MAE,0.9394130628134758,GCRN,False
7,7,29,RMSE,0.010435936462774504,LSTM,True
7,7,29,MAE,0.010435936462774504,LSTM,True
7,7,30,RMSE,0.00016868120253849854,LSTM,True
7,7,30,MAE,5.8294663730868845e-05,LSTM,True
7,7,31,RMSE,0.00012340980408667962,GCLSTM,True
7,7,31,MAE,0.00016868120253849854,GCLSTM,True
7,7,32,RMSE,1.873878895066732e-06,LSTM,True
7,7,32,MAE,1.1253517471925916e-07,LSTM,True
7,7,33,RMSE,0.010435936462774504,LSTM,True
7,7,33,MAE,0.010435936462774504,LSTM,True
7,7,34,RMSE,0.0052475183991813855,LSTM,True
7,7,34,MAE,0.002328572174237713,LSTM,True
7,7,35,RMSE,1.873878895066732e-06,LSTM,True
7,7,35,MAE,1.873878895066732e-06,LSTM,True
7,7,36,RMSE,0.008651695203120634,GCLSTM,True
7,7,36,MAE,0.007172507245008699,GCLSTM,True
7,7,37,RMSE,0.00035709810857624736,LSTM,True
7,7,37,MAE,0.0011708796207911742,LSTM,True
7,7,38,RMSE,0.018315638888734182,LSTM,True
7,7,38,MAE,0.1737739434504451,LSTM,False
7,7,39,RMSE,0.046770622383958974,GCLSTM,True
7,7,39,MAE,0.0990134083638263,GCLSTM,False
7,7,40,RMSE,0.0052475183991813855,LSTM,True
7,7,40,MAE,0.015184197956837946,LSTM,True
7,7,41,RMSE,3.500866670425978e-06,LSTM,True
7,7,41,MAE,2.873686358243695e-07,LSTM,True
7,7,42,RMSE,1.1253517471925916e-07,LSTM,True
7,7,42,MAE,1.1253517471925916e-07,LSTM,True
7,7,43,RMSE,2.873686358243695e-07,LSTM,True
7,7,43,MAE,1.873878895066732e-06,LSTM,True
7,7,44,RMSE,0.1737739434504451,LSTM,False
7,7,44,MAE,0.10539922456186433,LSTM,False
7,7,45,RMSE,0.002328572174237713,LSTM,True
7,7,45,MAE,0.002328572174237713,LSTM,True
7,7,46,RMSE,2.873686358243695e-07,LSTM,True
7,7,46,MAE,6.475952175842203e-07,LSTM,True
7,7,47,RMSE,0.1737739434504451,LSTM,False
7,7,47,MAE,0.10539922456186433,LSTM,False
7,7,48,RMSE,6.144212353328207e-06,LSTM,True
7,7,48,MAE,0.3049827687110593,GCLSTM,False
7,7,49,RMSE,0.010435936462774504,LSTM,True
7,7,49,MAE,0.015184197956837946,LSTM,True
7,7,50,RMSE,0.0002454297015009894,LSTM,True
7,7,50,MAE,0.0009118819655545164,LSTM,True
7,7,51,RMSE,0.010435936462774504,LSTM,True
7,7,51,MAE,0.010435936462774504,LSTM,True
7,7,52,RMSE,0.4437473100810798,LSTM,False
7,7,52,MAE,0.7788007830714049,LSTM,False
7,7,53,RMSE,0.08737902619542039,GCRN,False
7,7,53,MAE,0.08737902619542039,LSTM,False
7,7,54,RMSE,5.8294663730868845e-05,LSTM,True
7,7,54,MAE,7.967935815531954e-05,LSTM,True
7,7,55,RMSE,0.0052475183991813855,LSTM,True
7,7,55,MAE,0.03877420783172202,LSTM,True
7,7,56,RMSE,2.873686358243695e-07,LSTM,True
7,7,56,MAE,3.967001651986408e-06,LSTM,True
7,7,57,RMSE,0.002328572174237713,LSTM,True
7,7,57,MAE,0.010435936462774504,LSTM,True
7,7,58,RMSE,0.006329715427485746,LSTM,True
7,7,58,MAE,0.003388052521834713,LSTM,True
7,7,59,RMSE,0.002328572174237713,LSTM,True
7,7,59,MAE,0.028367816449713094,LSTM,True
7,7,60,RMSE,0.3049827687110593,GCLSTM,False
7,7,60,MAE,0.019496896108597995,LSTM,True
7,7,61,RMSE,0.010435936462774504,LSTM,True
7,7,61,MAE,0.03877420783172202,LSTM,True
7,7,62,RMSE,3.763786373644495e-05,LSTM,True
7,7,62,MAE,0.00010231032105679586,LSTM,True
7,7,63,RMSE,0.010435936462774504,LSTM,True
7,7,63,MAE,0.010435936462774504,LSTM,True
7,7,64,RMSE,0.018315638888734182,LSTM,True
7,7,64,MAE,0.028367816449713094,LSTM,True
7,7,65,RMSE,0.010435936462774504,LSTM,True
7,7,65,MAE,0.003388052521834713,LSTM,True
7,7,66,RMSE,3.763786373644495e-05,LSTM,True
7,7,66,MAE,0.00010231032105679586,LSTM,True
7,7,67,RMSE,0.2096113871510978,LSTM,False
7,7,67,MAE,0.1737739434504451,LSTM,False
7,7,68,RMSE,6.475952175842203e-07,LSTM,True
7,7,68,MAE,1.2878968743320383e-06,LSTM,True
7,7,69,RMSE,0.1440636591014533,LSTM,False
7,7,69,MAE,0.10539922456186433,LSTM,False
7,7,70,RMSE,0.018315638888734182,LSTM,True
7,7,70,MAE,0.018315638888734182,LSTM,True
7,7,71,RMSE,3.763786373644495e-05,LSTM,True
7,7,71,MAE,5.8294663730868845e-05,LSTM,True
7,7,72,RMSE,2.873686358243695e-07,LSTM,True
7,7,72,MAE,6.144212353328207e-06,LSTM,True
7,7,73,RMSE,0.018315638888734182,LSTM,True
7,7,73,MAE,0.03877420783172202,LSTM,True
7,7,74,RMSE,2.873686358243695e-07,LSTM,True
7,7,74,MAE,2.144540831658915e-05,LSTM,True
7,7,75,RMSE,2.144540831658915e-05,LSTM,True
7,7,75,MAE,7.967935815531954e-05,LSTM,True
7,7,76,RMSE,0.018315638888734182,LSTM,True
7,7,76,MAE,0.046770622383958974,LSTM,True
7,7,77,RMSE,0.0010999396107533187,LSTM,True
7,7,77,MAE,0.08737902619542039,GCLSTM,False
7,7,78,RMSE,0.002328572174237713,LSTM,True
7,7,78,MAE,0.010435936462774504,LSTM,True
7,7,79,RMSE,1.1253517471925916e-07,LSTM,True
7,7,79,MAE,0.00010231032105679586,LSTM,True
7,7,80,RMSE,0.1440636591014533,GCLSTM,False
7,7,80,MAE,0.03877420783172202,GCLSTM,True
7,7,81,RMSE,0.2691463487291838,LSTM,False
7,7,81,MAE,0.8290291181804004,LSTM,False
7,7,82,RMSE,6.475952175842203e-07,LSTM,True
7,7,82,MAE,2.144540831658915e-05,LSTM,True
7,7,83,RMSE,0.046770622383958974,LSTM,True
7,7,83,MAE,0.010435936462774504,LSTM,True
7,7,84,RMSE,0.015184197956837946,GCLSTM,True
7,7,84,MAE,0.08737902619542039,GCLSTM,False
7,7,85,RMSE,0.36787944117144245,GCLSTM,False
7,7,85,MAE,0.36787944117144245,GCLSTM,False
7,7,86,RMSE,0.4437473100810798,GCRN,False
7,7,86,MAE,0.03877420783172202,LSTM,True
7,7,87,RMSE,1.1253517471925916e-07,LSTM,True
7,7,87,MAE,2.873686358243695e-07,LSTM,True
7,7,88,RMSE,0.028367816449713094,LSTM,True
7,7,88,MAE,0.03877420783172202,LSTM,True
7,7,89,RMSE,5.8294663730868845e-05,LSTM,True
7,7,89,MAE,0.0004307425405756874,LSTM,True
7,7,90,RMSE,6.475952175842203e-07,LSTM,True
7,7,90,MAE,1.2219225328134213e-05,LSTM,True
7,7,91,RMSE,0.08737902619542039,GCLSTM,False
7,7,91,MAE,0.02209287766506244,GCLSTM,True
7,7,92,RMSE,0.009209681603968142,GCLSTM,True
7,7,92,MAE,0.3049827687110593,LSTM,False
7,7,93,RMSE,0.02209287766506244,GCLSTM,True
