param_config,K,hidden_channel,model,lag,out,num_reps_found,RMSE_mean,RMSE_std,RMSE_min,RMSE_max,MAE_mean,MAE_std,MAE_min,MAE_max
K2_hc256_lag14_out7,2,256,LSTM,14,7,2,1.0074607638482467,0.003066695436065303,1.2547298962473306,1.2608632871194612,0.09712291796967942,3.969383362135981e-05,0.11603580558699159,0.1161151932542343
K3_hc32_lag14_out7,3,32,LSTM,14,7,2,1.1046225801761689,0.00010765509999743905,1.3466335163511793,1.3468488265511742,0.13031008298264696,0.0012749232556227424,0.14445172888413055,0.14700157539537603
K3_hc64_lag14_out7,3,64,LSTM,14,7,2,1.0273936666986543,0.0011751665097246011,1.2782006481710475,1.2805509811904967,0.10558052102513468,5.944683676344098e-05,0.12512835137076414,0.12524724504429102
K3_hc128_lag14_out7,3,128,LSTM,14,7,2,1.0168030597660331,0.0025719584280418095,1.2650670938276924,1.270211010683776,0.10401144905138905,0.0007338660450225826,0.12230905744026749,0.12377678953031265
K3_hc256_lag14_out7,3,256,LSTM,14,7,2,1.0074607638482467,0.003066695436065303,1.2547298962473306,1.2608632871194612,0.09712291796967942,3.969383362135981e-05,0.11603580558699159,0.1161151932542343
K4_hc32_lag14_out7,4,32,LSTM,14,7,2,1.1046225801761689,0.00010765509999743905,1.3466335163511793,1.3468488265511742,0.13031008298264696,0.0012749232556227424,0.14445172888413055,0.14700157539537603
K4_hc64_lag14_out7,4,64,LSTM,14,7,2,1.0273936666986543,0.0011751665097246011,1.2782006481710475,1.2805509811904967,0.10558052102513468,5.944683676344098e-05,0.12512835137076414,0.12524724504429102
K4_hc128_lag14_out7,4,128,LSTM,14,7,2,1.0168030597660331,0.0025719584280418095,1.2650670938276924,1.270211010683776,0.10401144905138905,0.0007338660450225826,0.12230905744026749,0.12377678953031265
K4_hc256_lag14_out7,4,256,LSTM,14,7,2,1.0074607638482467,0.003066695436065303,1.2547298962473306,1.2608632871194612,0.09712291796967942,3.969383362135981e-05,0.11603580558699159,0.1161151932542343
K1_hc32_lag14_out14,1,32,GCRN,14,14,2,1.048650708021419,0.005789078235447498,1.4529974740070113,1.4645756304779063,0.11739076702029497,0.00018558506907227768,0.1388654898940743,0.13923666003221885
K1_hc64_lag14_out14,1,64,GCRN,14,14,2,1.0214327963411713,0.0016834346491733099,1.4294964064819424,1.432863275780289,0.11476453770500414,0.0007305220163334875,0.13803076108734086,0.13949180512000783
K1_hc128_lag14_out14,1,128,GCRN,14,14,2,0.9940196491161173,0.003056149768933425,1.3952534102527763,1.4013657097906431,0.11021459370496056,9.791444070345046e-06,0.1344694498479535,0.1344890327360942
K1_hc256_lag14_out14,1,256,GCRN,14,14,2,0.9744557100256179,0.0009510652051213375,1.3751728522454485,1.3770749826556912,0.10096907443282684,2.8599719126123913e-05,0.12879986356774606,0.1288570630059983
K2_hc32_lag14_out14,2,32,GCRN,14,14,2,2.513565114157158,0.03872793009896047,3.4637549887262074,3.5412108489241283,0.21427361880122225,0.0006304194860469181,0.2620510237511864,0.2633118627232802
K2_hc64_lag14_out14,2,64,GCRN,14,14,2,2.232446612204786,0.006820184545244468,3.005113149513142,3.018753518603631,0.19484667907537181,0.003857768774433057,0.2310030889655777,0.2387186265144438
K2_hc128_lag14_out14,2,128,GCRN,14,14,2,2.1606615332349297,0.09617432587676798,2.7393353156289613,2.9316839673824973,0.18679240384885618,0.001801189288606217,0.22096522973164645,0.22456760830885888
K2_hc256_lag14_out14,2,256,GCRN,14,14,2,1.8617888789901658,0.06815905539233658,2.3317396614336467,2.46805777221832,0.16698517069102187,0.0024505710303197453,0.19676090545961744,0.20166204752025693
K3_hc32_lag14_out14,3,32,GCRN,14,14,2,3.252528215233819,0.16003355149379805,4.443605203664307,4.763672306651903,0.30005540635988104,0.011193066911546895,0.35260538078912096,0.37499151461221475
K3_hc64_lag14_out14,3,64,GCRN,14,14,2,3.243974941703843,0.38784247552729845,4.230000976126156,5.005685927180753,0.2859946020023217,0.024106602212421918,0.3228467056394413,0.3710599100642851
K3_hc128_lag14_out14,3,128,GCRN,14,14,2,2.4981429914313775,0.11351380204298134,3.4660671565448444,3.693094760630807,0.22398892269690066,0.002041689830719784,0.2780049054526307,0.28208828511407025
K3_hc256_lag14_out14,3,256,GCRN,14,14,2,2.369463433888585,0.02468662713499925,3.1258491091214777,3.1752223633914762,0.21411905550479648,0.0017127240519778653,0.2565440025336525,0.25996945063760823
K4_hc32_lag14_out14,4,32,GCRN,14,14,2,6.885146474463139,0.7278323640012214,8.896234218597966,10.351898946600409,0.5372596421545747,0.03419278098991657,0.618406936194769,0.6867924981746022
K4_hc64_lag14_out14,4,64,GCRN,14,14,2,7.908322375189043,0.101193313923992,10.904022827714677,11.10640945556266,0.5527868710270994,0.0034817653140076787,0.6868465374703187,0.693810068098334
K4_hc128_lag14_out14,4,128,GCRN,14,14,2,6.88216938074971,0.02548638144772397,9.7557265591485,9.806699322043947,0.49269838864604215,0.0031930428023308477,0.6111334765021136,0.6175195621067753
K4_hc256_lag14_out14,4,256,GCRN,14,14,2,6.150074283682796,0.18588249496272802,8.799620102241805,9.171385092167261,0.43645348200399986,0.0027956748125003705,0.5542175394067944,0.5598088890317952
K1_hc32_lag14_out14,1,32,GCLSTM,14,14,2,1.0621577584822133,0.00204666254559982,1.466296936448144,1.4703902615393436,0.119345813552928,0.0021861612539194053,0.13655619766784008,0.1409285201756789
K1_hc64_lag14_out14,1,64,GCLSTM,14,14,2,1.033679607858831,0.0011787524522917092,1.4419949155939022,1.4443524204984857,0.11470599919579268,0.0034970856710495185,0.13442156302655442,0.14141573436865346
K1_hc128_lag14_out14,1,128,GCLSTM,14,14,2,0.9972536740755701,0.0011920920039958371,1.40266957212096,1.4050537561289518,0.10582146800100649,0.0010666693911070418,0.13266235661248763,0.1347956953947017
K1_hc256_lag14_out14,1,256,GCLSTM,14,14,2,0.9809591892974774,0.002345079918876447,1.3809339970854053,1.3856241569231582,0.10076849860207225,0.00011743948017312045,0.13009541998382848,0.13033029894417472
K2_hc32_lag14_out14,2,32,GCLSTM,14,14,2,1.6448822179758686,0.01624725958474471,2.3061229418889404,2.33861746105843,0.16901396537547367,0.0006346937924412432,0.2058734146499158,0.20714280223479828
K2_hc64_lag14_out14,2,64,GCLSTM,14,14,2,1.7254003195801708,0.003329618530778955,2.2743625700402457,2.2810218071018036,0.1708480650446253,0.0009664900881276306,0.20004839749580286,0.20198137767205812
K2_hc128_lag14_out14,2,128,GCLSTM,14,14,2,1.6970262159798926,0.09686437046648799,2.1452137959865336,2.3389425369195096,0.16758036696764475,0.001383463902649762,0.1972460198947414,0.2000129477000409
K2_hc256_lag14_out14,2,256,GCLSTM,14,14,2,1.6959378712234816,0.014139106298493243,2.1646049835812957,2.192883196178282,0.16191807666030847,2.0768977374310826e-05,0.18879635523954014,0.18883789319428876
K3_hc32_lag14_out14,3,32,GCLSTM,14,14,2,2.819446627606798,0.08760125982271583,3.546258695668532,3.7214612153139637,0.27855388956925675,0.004156099650516526,0.30783127459803494,0.316143473899068
K3_hc64_lag14_out14,3,64,GCLSTM,14,14,2,2.653514686061896,0.0033357954535893075,3.5703460392548543,3.577017630162033,0.24381719087084766,0.0023234245915463303,0.28970326646458405,0.2943501156476767
K3_hc128_lag14_out14,3,128,GCLSTM,14,14,2,2.380471577435182,0.18906228200974895,3.033070425987262,3.4111949900067597,0.20972612216741532,0.010618486962853196,0.2444605961852468,0.2656975701109532
K3_hc256_lag14_out14,3,256,GCLSTM,14,14,2,2.405616217970234,0.04796345614156783,3.0049819636766664,3.100908875959802,0.20859929689054776,4.164352603795718e-05,0.2478501932465257,0.24793348029860163
K4_hc32_lag14_out14,4,32,GCLSTM,14,14,2,5.550994451400014,0.5204021573223052,6.882664244974526,7.9234685596191365,0.455505118881688,0.024716542355280396,0.4971304121383247,0.5465634968488855
K4_hc64_lag14_out14,4,64,GCLSTM,14,14,2,5.2478444183242,0.24503585294027852,6.716452800324493,7.20652450620505,0.4203098861542884,0.009957910085480443,0.48655991709424445,0.5064757372652053
K4_hc128_lag14_out14,4,128,GCLSTM,14,14,2,5.183124675910696,0.4781056305614686,6.680706998287852,7.636918259410789,0.4024837196690473,0.02576847339055996,0.46005008806379893,0.5115870348449189
K4_hc256_lag14_out14,4,256,GCLSTM,14,14,2,4.931509219910991,0.12403940914300371,6.673019168173174,6.9210979864591815,0.37946955317054504,0.006942401845665053,0.4504583253365304,0.4643431290278605
K1_hc32_lag14_out14,1,32,LSTM,14,14,2,1.0626866196815274,0.006567531053594533,1.4508105036218937,1.4639455657290827,0.14103903787433367,0.002467714468240345,0.15457059123995212,0.1595060201764328
K1_hc64_lag14_out14,1,64,LSTM,14,14,2,1.0072022411732284,0.007389787371917977,1.4036527439808562,1.418432318724692,0.12013945477089048,0.003381564781077692,0.13869545156692178,0.14545858112907717
K1_hc128_lag14_out14,1,128,LSTM,14,14,2,0.9955942849118214,0.001073210396317803,1.3921200142302612,1.3942664350228968,0.11138947500659437,0.0016215919167896636,0.13188241819203042,0.13512560202560975
K1_hc256_lag14_out14,1,256,LSTM,14,14,2,0.9928563516421347,0.0004560129381914191,1.3841976336519535,1.3851096595283363,0.11116220116514805,0.00150427400416292,0.12766775641880082,0.13067630442712666
K2_hc32_lag14_out14,2,32,LSTM,14,14,2,1.0626866196815274,0.006567531053594533,1.4508105036218937,1.4639455657290827,0.14103903787433367,0.002467714468240345,0.15457059123995212,0.1595060201764328
K2_hc64_lag14_out14,2,64,LSTM,14,14,2,1.0072022411732284,0.007389787371917977,1.4036527439808562,1.418432318724692,0.12013945477089048,0.003381564781077692,0.13869545156692178,0.14545858112907717
K2_hc128_lag14_out14,2,128,LSTM,14,14,2,0.9955942849118214,0.001073210396317803,1.3921200142302612,1.3942664350228968,0.11138947500659437,0.0016215919167896636,0.13188241819203042,0.13512560202560975
K2_hc256_lag14_out14,2,256,LSTM,14,14,2,0.9928563516421347,0.0004560129381914191,1.3841976336519535,1.3851096595283363,0.11116220116514805,0.00150427400416292,0.12766775641880082,0.13067630442712666
K3_hc32_lag14_out14,3,32,LSTM,14,14,2,1.0626866196815274,0.006567531053594533,1.4508105036218937,1.4639455657290827,0.14103903787433367,0.002467714468240345,0.15457059123995212,0.1595060201764328
K3_hc64_lag14_out14,3,64,LSTM,14,14,2,1.0072022411732284,0.007389787371917977,1.4036527439808562,1.418432318724692,0.12013945477089048,0.003381564781077692,0.13869545156692178,0.14545858112907717
K3_hc128_lag14_out14,3,128,LSTM,14,14,2,0.9955942849118214,0.001073210396317803,1.3921200142302612,1.3942664350228968,0.11138947500659437,0.0016215919167896636,0.13188241819203042,0.13512560202560975
K3_hc256_lag14_out14,3,256,LSTM,14,14,2,0.9928563516421347,0.0004560129381914191,1.3841976336519535,1.3851096595283363,0.11116220116514805,0.00150427400416292,0.12766775641880082,0.13067630442712666
K4_hc32_lag14_out14,4,32,LSTM,14,14,2,1.0626866196815274,0.006567531053594533,1.4508105036218937,1.4639455657290827,0.14103903787433367,0.002467714468240345,0.15457059123995212,0.1595060201764328
K4_hc64_lag14_out14,4,64,LSTM,14,14,2,1.0072022411732284,0.007389787371917977,1.4036527439808562,1.418432318724692,0.12013945477089048,0.003381564781077692,0.13869545156692178,0.14545858112907717
K4_hc128_lag14_out14,4,128,LSTM,14,14,2,0.9955942849118214,0.001073210396317803,1.3921200142302612,1.3942664350228968,0.11138947500659437,0.0016215919167896636,0.13188241819203042,0.13512560202560975
K4_hc256_lag14_out14,4,256,LSTM,14,14,2,0.9928563516421347,0.0004560129381914191,1.3841976336519535,1.3851096595283363,0.11116220116514805,0.00150427400416292,0.12766775641880082,0.13067630442712666
