param_config,K,hidden_channel,model,lag,out,num_reps_found_for_config,node_id,RMSE,MAE
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,137,0.15556414870075932,0.04834609125809383
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,138,0.5930733018276972,0.4372058891916464
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,139,2.7853972355329804,0.8889899492928004
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,140,0.05799317228361158,0.05210254645964544
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,141,0.0010474054759305534,0.0009557783420961449
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,142,0.00560065557477353,0.0054158240747849695
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,143,0.0013068733754814886,0.0012432444000864567
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,144,0.000654645208952347,0.0006094921383185699
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,145,0.13561459187407746,0.10182330935052451
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,146,0.0016374368592388122,0.001589891364584712
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,147,0.13037504935263725,0.03212593865430401
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,148,0.005929446825139563,0.005383220427599127
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,149,0.0006828402210747957,0.0005718748072760674
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,150,0.0016975170616846536,0.0014931532341943901
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,151,0.003481283350588164,0.0031446942403361385
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,152,0.0035072050831827972,0.0032401098831887423
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,153,0.0021171490647250804,0.001980982071149522
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,154,0.17875515207812032,0.027008415857358803
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,155,0.0023284673671311686,0.0020858957779839953
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,156,0.0017010855201590183,0.0014896789487360766
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,157,0.0010247324342632497,0.0010022473819561836
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,158,0.03011781835027014,0.027199387114280205
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,159,0.0011732254910365924,0.0010781744930867605
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,160,2.0177602873132043,1.4441021193985408
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,161,0.001659030015712844,0.0014728477496674232
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,162,0.0042108312638610675,0.0038314239783040277
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,163,0.3865579744056772,0.10779201913932532
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,164,0.001546453743687438,0.0014405222807937334
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,165,5.75985475594514,1.7444263291332223
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,166,0.13370678094334823,0.032938443086666144
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,167,0.09413925944190345,0.014411800235005618
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,168,0.19990913962110574,0.03990143162716654
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,169,0.5010122658681272,0.12125447297470884
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,170,0.02110845613563452,0.019206162588385988
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,171,0.007812515833848009,0.0070604824201163634
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,172,0.0024252801239579955,0.002252590511542872
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,173,0.0013641103852767714,0.001324354752906944
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,174,0.6215296758036998,0.0954369962221794
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,175,0.0010585745323625408,0.000990491035574762
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,176,8.779835850943517,3.122483047339839
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,177,0.5993336819265312,0.13046804072545304
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,178,0.08829311999229328,0.015044803967645931
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,179,0.0010474054759305534,0.0009557783420961449
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,180,0.6033614263753581,0.25087794370141414
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,181,0.0100209293992182,0.00915692571568458
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,182,0.0015195979417913974,0.0014815293092010251
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,183,0.20866809509811454,0.05339813978020097
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,184,0.0019328401179625086,0.0016863346525831365
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,185,0.0011515070121487466,0.001066903976623669
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,186,0.0007153353184669357,0.0006615636234646868
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,187,0.0024393447630597733,0.0023149708460957668
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,188,0.0006668493518508996,0.0005405690889589486
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,189,1.2823257761506885,0.4410229501100249
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,190,0.0017619114045900259,0.0015186251140506292
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,191,0.20811469857982168,0.04154124645482144
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,192,0.0011288455724639775,0.0009092880351272772
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,193,0.26743902993161367,0.09809600689110949
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,194,5.216090694946061,1.756833641008348
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,195,0.0009480494988735298,0.0009258390520130139
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,196,0.11314014901637523,0.032885783003537165
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,197,0.7180154680413067,0.20191017550870882
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,198,0.0018459181162638067,0.0017480825248628244
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,199,0.010214861028602315,0.009247648494217518
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,200,0.20465167577654877,0.0657831703872805
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,201,1.2267422339325729,0.2942081410907867
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,202,0.0009609176983063604,0.0008019968510516189
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,203,0.09483141393664497,0.01907300361315646
K1_hc256_lag7_out7,1,256,GCLSTM,7,7,2,204,0.5585242438644489,0.14461020082451154
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,0,0.01807739304998936,0.007085542848221839
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,1,0.00933975223437225,0.004989588701796214
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,2,0.0020278039984217085,0.0018839431940852833
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,3,0.0016071795839264788,0.0010865091826828092
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,4,0.0005774668816698648,0.00041331147545732317
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,5,0.0014848574317494348,0.001201928385666206
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,6,0.18105802803241924,0.031797849446905176
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,7,0.018881181849176185,0.007674436158073832
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,8,0.030764076629147177,0.013377555627313995
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,9,0.012214414945941651,0.009000076221257331
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,10,0.0010928356936715771,0.0009131356533870459
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,11,0.0014830701148527635,0.0012715964700015252
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,12,0.021596403586065238,0.020549426778265947
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,13,0.012155243622897143,0.011867345705272562
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,14,0.032693148405454814,0.030799877375954837
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,15,0.0644657909805384,0.031287011382602196
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,16,0.23563971013789514,0.09207389444418806
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,17,0.014197629013097497,0.007642915897787371
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,18,0.2668229228825109,0.05153121859416992
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,19,0.0006273374873887885,0.0005073624247778829
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,20,0.013121500474111491,0.004189442814827539
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,21,1.3090909339578198,0.9412964480135037
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,22,0.005947877693329054,0.0037458604225344685
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,23,0.0004782891047790817,0.0003620705035157309
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,24,0.0027788363901840676,0.002720039328114781
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,25,0.0034195107212224296,0.003351130769725788
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,26,7.765626947954925,1.9977975413848013
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,27,0.002990803069615055,0.0027932496441901056
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,28,0.006072876981789729,0.005862511478486633
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,29,0.057853380872637764,0.02426684965216478
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,30,0.03337803327036405,0.008842080655354662
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,31,0.0049817870320888365,0.004608702814570348
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,32,0.5286982721563264,0.35847966918087176
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,33,3.09559356581775,1.1508061884875644
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,34,0.019662417903163715,0.006020044774636829
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,35,0.7432769255607459,0.5772219257670859
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,36,0.0007543647996478581,0.000684596028268456
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,37,0.0054691907127987745,0.005370551768066854
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,38,0.07065743233287317,0.05486010629190521
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,39,0.0067588293799538315,0.006065337562178848
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,40,0.01671072919424768,0.010672195325178225
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,41,0.08875324105310903,0.017987849866160636
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,42,2.3164163929831587,1.693266664472103
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,43,0.023090631670090258,0.013829708258203448
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,44,0.007831698081568443,0.007663418525950647
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,45,0.07101427269923072,0.02890972970956839
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,46,0.12514995892038408,0.03750396624322173
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,47,0.007741248863968886,0.007587021937237688
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,48,0.49418932783119274,0.06478993494356304
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,49,0.006775784615560126,0.004676854516771577
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,50,0.004520795756557657,0.0014179752612154713
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,51,0.11443680878727469,0.05262954569210897
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,52,0.0013863237311155126,0.0012837219189328803
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,53,6.393949196622771,1.8135339493917975
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,54,0.004195133922748444,0.0040244859332122145
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,55,0.027215131018897727,0.01388288850767682
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,56,0.003811602657931101,0.0030358561388439185
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,57,0.007853483209718721,0.002963741219261392
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,58,0.00595155052200204,0.0026871027368349067
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,59,0.02854958093530304,0.012707823113609741
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,60,0.49215880860347844,0.14556444669703136
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,61,2.5660211928699694,1.3916075811083577
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,62,0.00773998703083088,0.007624549758569234
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,63,0.7866318624584165,0.3675706764238601
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,64,0.046472577051565885,0.021131526021490883
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,65,0.0028642500856082224,0.0027195447755936635
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,66,0.008772679190097058,0.008610223222834812
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,67,0.003950008366987197,0.003740710063398673
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,68,0.08918555628224703,0.016718714692384652
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,69,0.007352957945655824,0.007204850347346522
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,70,0.05403341668689638,0.0189282464227697
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,71,0.01604204598003988,0.006004233456245454
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,72,0.12962507161720088,0.04210987867346842
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,73,0.012152928683834786,0.007597131004621163
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,74,0.003429211380917724,0.0025117412123432424
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,75,0.013988604961018813,0.007823203525142139
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,76,0.00045928790412715407,0.0003544508794336882
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,77,0.28342246127064047,0.1562600912688746
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,78,0.03847267732056508,0.011780139565999173
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,79,0.3481709292474031,0.28802218003206237
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,80,0.003299743034019775,0.002853344776939035
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,81,0.0032902699182256116,0.003061502790082797
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,82,0.09993897265614059,0.03520547824407417
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,83,0.010966384767679872,0.010763314074614571
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,84,0.007284768229111584,0.006749365151260305
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,85,0.0025564834242255315,0.001855228560811255
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,86,1.7036311048671993,0.5778660312881948
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,87,0.007489884835618748,0.0025206447278564303
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,88,0.004217808925072986,0.0038443676484763976
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,89,0.004078334357342715,0.0040036803052852805
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,90,0.005152673857993842,0.004955407090212255
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,91,0.0009315412201103715,0.000746187957912595
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,92,0.005143012006770896,0.003641929581472178
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,93,0.011786891183953777,0.009097806452441081
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,94,0.12933285759929933,0.06944727285999844
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,95,0.0017493970355488594,0.0015894569733677802
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,96,0.022105450549024692,0.021539712810963254
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,97,0.0070303730892203094,0.0055244858333967145
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,98,0.0047941388741551665,0.00462803160629199
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,99,0.09151070576610733,0.018043164522216437
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,100,0.007033320086918247,0.004690899280385367
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,101,0.01467556088832121,0.004024780365939043
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,102,0.004252454039895657,0.0020748420458621647
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,103,0.05472633827262642,0.017877927803297437
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,104,0.008943934734167071,0.00872974358112856
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,105,0.06704891297782005,0.06533578196302307
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,106,0.05230587381181425,0.016869578737321807
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,107,4.4262083579120315,1.0097849391342748
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,108,0.07263110081266143,0.022900897853174056
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,109,0.005033935942184852,0.004898654318190584
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,110,0.003943406635674352,0.0034797651103694273
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,111,0.08181089854356782,0.030609960586257208
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,112,0.021427330220954305,0.00625310980809686
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,113,0.4161599815537442,0.13798992728188045
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,114,0.004092170532515755,0.0037576782443107947
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,115,0.025309468705910856,0.008213560899743393
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,116,0.002528570647451117,0.0022238301608239718
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,117,5.709210001485745,1.4826399501343492
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,118,0.0051131396004331165,0.004685384769513662
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,119,0.02664689930110346,0.026038663123403378
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,120,0.0625023718699529,0.015285279594954711
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,121,0.004420817041232203,0.004341787004444874
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,122,0.018441458896938087,0.005479158810236461
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,123,0.8711667079812032,0.21258296845176133
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,124,0.0032693770528564696,0.0031548081686122217
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,125,0.014432253472244222,0.01400723582395473
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,126,0.5017461112843805,0.12277864592208056
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,127,0.002662319003862472,0.0026063818804919936
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,128,0.0060102399071768455,0.005895498426979162
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,129,0.0026703262229081236,0.002178188924230827
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,130,0.49790874417892733,0.1261703856778491
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,131,0.4811063125494403,0.18664890038818818
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,132,0.0035670455639496184,0.0016084775649334378
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,133,0.002888026879740306,0.002664245012185531
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,134,0.004781421766782998,0.0036272539580740376
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,135,2.3553299584035527,0.24677775062713847
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,136,0.1478413489350944,0.0593079233954084
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,137,0.1467083738144111,0.06157121584318724
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,138,0.6916861616023221,0.5333402996732047
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,139,2.4537413420876053,0.7967918123424758
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,140,0.25259622901713086,0.2300319842565955
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,141,0.0007147302710845376,0.0005501484922426993
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,142,0.013247573233624474,0.01271878833336945
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,143,0.011850815334266641,0.0037683909461471133
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,144,0.01804834963828807,0.007075506326678352
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,145,0.285827961233806,0.2003866016664097
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,146,0.03222710214404295,0.011444559793529839
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,147,0.12346932944538126,0.0298412900366446
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,148,0.10455128248581529,0.0364434231340341
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,149,0.011099415501660539,0.007193804524366447
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,150,0.0022807422851540905,0.0019230931707964116
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,151,0.0083492818623761,0.006650139317723502
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,152,0.01886562938960063,0.00831349261213875
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,153,0.023659983827514698,0.009459670963459338
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,154,0.17291424049218526,0.023583291537068472
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,155,0.011003197913691374,0.010729320726297934
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,156,0.009364548338168953,0.009153152974665147
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,157,0.06627266590907312,0.03354696064329731
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,158,0.255725785108086,0.13480641121702353
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,159,0.002918001866792645,0.0027280140855210746
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,160,38.15050943877621,14.853537009845661
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,161,0.0020456711898201845,0.0016070082086240432
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,162,0.010544106027074146,0.009853632026173767
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,163,0.37095370937022587,0.09715246893623672
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,164,0.006839008459472837,0.0032815944672794474
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,165,6.246024022642158,1.731915961753244
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,166,0.12657676403351575,0.03213617135307169
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,167,0.08905064072939056,0.012130916814928932
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,168,0.1866488004283427,0.03478714470336478
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,169,0.49545472758516906,0.10726698506595672
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,170,0.0804249233258362,0.07399221840287479
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,171,0.012314443480244033,0.010991688679443857
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,172,0.00623058982813768,0.0059274992419208715
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,173,0.004421035161181846,0.00421675742226776
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,174,0.6104839329432453,0.08790347647665796
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,175,0.0020222567652054147,0.001967617508726216
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,176,10.633429839216442,3.646341486853149
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,177,0.560592149539787,0.11544991108383756
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,178,0.08278554507276134,0.011930598132562142
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,179,0.0007147302710845376,0.0005501484922426993
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,180,0.6449997952444647,0.2698822796619633
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,181,0.0070369720613020605,0.00547217747064964
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,182,0.004481795252200478,0.004341015193355636
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,183,0.19510518423285914,0.05372940436892084
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,184,0.01082817653061026,0.0105861767147067
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,185,0.0010928356936715771,0.0009131356533870459
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,186,0.004545544037994261,0.004457532921354586
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,187,0.06243721592650592,0.02799806619177171
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,188,0.015650871030012482,0.004734849966695223
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,189,1.4761864457675196,0.4863678112709813
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,190,0.004131591864970693,0.0032934085869450744
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,191,0.1937840446691462,0.03242066040746168
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,192,0.0425045853732047,0.015946477041215608
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,193,0.24331833415078127,0.09082274552791224
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,194,5.172265537719733,1.6178601180739827
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,195,0.0007659942432984431,0.0005875185737900502
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,196,0.10470098214897593,0.033234690842206045
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,197,0.6917014546999347,0.17921074027977119
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,198,0.001414322661402703,0.0012782556028174607
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,199,0.03191131444292822,0.02966362311482822
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,200,0.18418415099111105,0.06547556067310666
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,201,1.2077764861955922,0.2905540403737399
K2_hc32_lag7_out7,2,32,GCLSTM,7,7,2,202,0.0034740273642401426,0.003233885650055148
